Subject_ID,Kappa,Alpha_i,Alpha_ij
1,1.258291359565841,0.6104456481885805,0.5621178328643278
2,0.928102563390984,0.6104456481885805,0.6890104139211647
3,1.33679803981236,0.6104456481885805,0.9355823380317141
4,1.7919755253321732,0.6104456481885805,0.4964262001683781
5,0.8782402451438653,0.6104456481885805,0.4325770555520792
6,0.8782487823864261,0.6104456481885805,0.5000590985999824
7,1.8211906640638436,0.6104456481885805,0.8118341140830367
8,1.3990660591595125,0.6104456481885805,0.682770892313711
9,0.755873319313825,0.6104456481885805,0.49389840335983193
10,1.2821312226647017,0.6104456481885805,0.7233644834735189
11,0.7590227997375196,0.6104456481885805,0.6318027090451493
12,0.7578205281434665,0.6104456481885805,0.8235475461058162
13,1.1258203812143377,0.6104456481885805,0.455993967535563
14,0.0050942727779450525,0.6104456481885805,0.5383599759370715
15,0.10304272709322293,0.6104456481885805,0.5241818544995058
16,0.7076104847946942,0.6104456481885805,0.2884723595995144
17,0.47332781742609964,0.6104456481885805,0.6755921091427872
18,1.1634086129495425,0.6104456481885805,0.6678778080681561
19,0.5278274807289703,0.6104456481885805,0.6115706086499219
20,0.2656020753056484,0.5641191179440959,0.5125099486015635
21,1.7621373598392083,0.5641191179440959,0.25273755469300474
22,0.8825963237470015,0.5641191179440959,0.47157714693571684
23,1.0351146664377204,0.5641191179440959,0.4887219243082066
24,0.2591309431690024,0.5641191179440959,0.3876181187153397
25,0.716920983246905,0.5641191179440959,0.5286362613775738
26,1.0576797466491303,0.5641191179440959,0.6530103064432943
27,0.4014833397404025,0.5641191179440959,0.9790800162104125
28,1.1953629695397494,0.5641191179440959,0.6025262367671005
29,0.6876678812422214,0.5641191179440959,0.6207802039031041
30,0.8483192501074961,0.5641191179440959,0.5477410164755391
31,0.6871125616407137,0.5641191179440959,0.14198945057830675
32,1.9631846559446475,0.5641191179440959,0.5582860653452681
33,0.9929814431362743,0.5641191179440959,0.5773697641311217
34,0.4499903169429318,0.5641191179440959,1.106032382690859
35,1.4277233542936583,0.5641191179440959,0.5217997056922489
36,0.36516130201506847,0.5641191179440959,0.6304595332574906
37,1.1086090694024728,0.5641191179440959,0.5564825286089423
38,-0.019028464417483404,0.5641191179440959,0.3070099496677988
39,0.3093432545728161,0.6110112931842603,0.8624323123775648
40,1.1023678426519443,0.6110112931842603,0.7764365603753506
41,1.3840026215976136,0.6110112931842603,0.7850383215337307
42,1.0891115062187846,0.6110112931842603,0.41094605312941773
43,0.9398628931581149,0.6110112931842603,0.9196260415902021
44,0.8434260782935699,0.6110112931842603,0.3026040593699585
45,0.2311685650089378,0.6110112931842603,0.7401198538203198
46,0.6256810116347515,0.6110112931842603,1.0929115308624555
47,0.7604678391009105,0.6110112931842603,0.3930933016555088
48,1.549703557633836,0.6110112931842603,0.4864257926716505
49,1.1786815105755999,0.6110112931842603,0.6329345935035413
50,0.08321911921137837,0.6110112931842603,0.5002466492786964
51,1.1685236640852934,0.6110112931842603,0.2698653383497111
52,0.7997572141835154,0.6110112931842603,0.6260951476415862
53,0.6480005598409014,0.6110112931842603,0.37730447616451723
54,1.3180716701972512,0.6110112931842603,0.7152016279240002
55,1.5361197516978944,0.6110112931842603,0.4087379616528236
56,1.4842656619404233,0.6110112931842603,0.951996862288119
57,0.563606887924228,0.6110112931842603,0.43869556887028816
58,0.8392095645573684,0.36149173024789283,0.29063819668264423
59,1.1722569843298531,0.36149173024789283,0.5404655180692202
60,1.507283466103627,0.36149173024789283,0.09070158063242267
61,0.7508293963204492,0.36149173024789283,0.4115329158608013
62,0.903457332134815,0.36149173024789283,0.649063136190027
63,0.4247058135168653,0.36149173024789283,0.007845418644422786
64,0.3779725554780512,0.36149173024789283,0.4021111791249998
65,1.422513427644983,0.36149173024789283,0.418665944982546
66,1.705244814856828,0.36149173024789283,0.5334927620389012
67,0.9625547367782264,0.36149173024789283,0.0893625738547148
68,1.5218371069038525,0.36149173024789283,0.07099127536935201
69,1.1880507330247698,0.36149173024789283,0.47631887468361034
70,0.6645377276053354,0.36149173024789283,0.42682835835919375
71,1.1879257148643751,0.36149173024789283,0.4166001573239857
72,1.799779014562304,0.36149173024789283,0.4377103363372275
73,0.9813704596628252,0.36149173024789283,0.21188629150062485
74,1.8136147010232833,0.36149173024789283,0.4125875436233136
75,-0.36226745412666705,0.36149173024789283,0.4259676743736027
76,1.4273893022751163,0.36149173024789283,0.2043344182820919
